"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71536","Bay Area Rapid Transit Silicon Valley Santa Clara Extension (SVSX) Phase II","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Jose, CA, Santa Clara","CA","","Santa Clara","San Jose","","POINT (-121.8863286 37.3382082)","37.3382082","-121.8863286"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71541","Geary Corridor Bus Rapid Transit Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","CA","CA","","","","","POINT (-119.4179324 36.778261)","36.778261","-119.4179324"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71676","San Francisco Downtown Ferry Terminal Expansion Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","San Francisco, CA, 94110","CA","","","San Francisco","94110","POINT (-122.4184108 37.7485824)","37.7485824","-122.4184108"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71516","METRO Blue Line Extension (Bottineau Light Rail Transit)","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Minneapolis, MN","MN","","","Minneapolis","","POINT (-94.6858998 46.729553)","46.729553","-94.6858998"
"71591","Federal Way Extension Light Rail Transit","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Angle Lake Station, S. 200th at International Boulevard South, SeaTac, WA, 98198, King ","WA","Angle Lake Station S. 200th at International Boulevard South","King ","SeaTac","98198","POINT (-122.2978884 47.4229303)","47.4229303","-122.2978884"
"71591","Federal Way Extension Light Rail Transit","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Angle Lake Station, S. 200th at International Boulevard South, SeaTac, WA, 98198, King ","WA","Angle Lake Station S. 200th at International Boulevard South","King ","SeaTac","98198","POINT (-122.2978884 47.4229303)","47.4229303","-122.2978884"
"71591","Federal Way Extension Light Rail Transit","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","Angle Lake Station, S. 200th at International Boulevard South, SeaTac, WA, 98198, King ","WA","Angle Lake Station S. 200th at International Boulevard South","King ","SeaTac","98198","POINT (-122.2978884 47.4229303)","47.4229303","-122.2978884"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71521","Potomac Yard Metrorail Project","Department of Transportation","Federal Transit Administration","DOT Projects","Complete","Surface Transportation","Public Transportation","alexandria, VA","VA","","","alexandria","","POINT (-77.0469214 38.8048355)","38.8048355","-77.0469214"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71626","I 94 Corridor between 70th St and 16th St (West to East)","Department of Transportation","Federal Highway Administration","DOT Projects","Complete","Surface Transportation","Highways","Milwaukee, WI, Milwaukee","WI","","Milwaukee","Milwaukee","","POINT (-88.7878678 43.7844397)","43.7844397","-88.7878678"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71286","West of Devers Upgrade (CACA-55285)","Department of the Interior","Bureau of Land Management","Other Projects","Complete","Electricity Transmission","Electricity Transmission","CA","CA","","","","","POINT (-116.577176 33.939592)","33.939592","-116.577176"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
"71246","Plains and Eastern Clean Line","Department of Energy","Office of Electricity Delivery and Energy Reliability","FAST-41 Covered Projects","Complete","Electricity Transmission","Electricity Transmission (all)","OK, Texas","OK","","Texas","","","POINT (-97.092877 35.0077519)","35.0077519","-97.092877"
